UPC,NAME,IDProduct,L1,L2,L3,Brand,Manufacturer,Planogram
49900240208.0,RD FRENCH GROUND COFFEE,38975,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,Unassigned,Unassigned,
49900240209.0,RD LIGHT GROUND COFFEE,38976,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,Unassigned,Unassigned,
49900240210.0,RD NATURALLY DECAFFENIATED,38977,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,Unassigned,Unassigned,
49900240211.0,RD ULTRA BLEND GROUNG BAG,38978,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,Unassigned,Unassigned,
49900240212.0,COMMUNITY COFFEE 24CT DS 1 CS,38979,GROCERY (Corp 6),COFFEE,WHOLE BEAN-GROUND,Unassigned,Unassigned,
49900240932.0,KAUAI KOLOA SS 32PC 1DS,38982,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
49900240951.0,STARBUCKS KCUP 24PC 1CS,38983,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
7024215892.0,QUIK TRIP GRND COFF 27 OUNCE,39784,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,QUIK TRIP,QUIK TRIP CORPORATION,
7024215894.0,QUIK TRIP SLCT BLND MED RST ALLPURP GRND,39785,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,QUIK TRIP,QUIK TRIP CORPORATION,
7056800055.0,FRNCH MRKT FRNCH MDM DARK ROAST GRND CFF,39789,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056800057.0,FRNCH MRKT BRKFST BLND LIGHT RST GRND CF,39790,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056810010.0,FRNCH MRKT DARK RST ALLPURP CAN GRND COF,39791,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056810020.0,FRNCH MRKT GRND COFF 12 OUNCE,39792,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056810035.0,FRNCH MRKT MED DARK RST DECAF ALLPURP GR,39793,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056810070.0,FRNCH MRKT DECAF ALLPURP CAN GRND COFF 1,39794,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056820310.0,UNION ALLPURP BAG GRND COFF 12 OUNCE,39795,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,UNION,"WM. B. REILY COMPANY, INC",
7056831205.0,FRNCH MRKT BLDR DARK ROAST DECAF ALLPURP,39796,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056831211.0,FRNCH MRKT BLDR DARK ROAST WHL BEAN WHL,39797,GROCERY (Corp 6),COFFEE,WHOLE BEAN,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056831213.0,FRNCH MRKT BRKFST BLND LIGHT RST ALLPURP,39798,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056831216.0,FRNCH MRKT FRNCH VAN LIGHT RST FLV GRND,39799,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056831217.0,FRNCH MRKT HZLNT LIGHT RST ALLPURP FLV G,39800,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7056831218.0,FRNCH MRKT KING CAKE LIGHT RST FLV GRND,39801,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,FRENCH MARKET,"WM. B. REILY COMPANY, INC",
7059410022.0,CAFE CRB HSPN XTRA FINE CAN GRND COFF 10,39802,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE CARIBE,COFFEE HOLDING CO INC,
7089302816.0,GROVE SQUARE MED ROAST SS COFF,39906,GROCERY (Corp 6),COFFEE,WHOLE BEAN,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302862.0,GROVE SQR FRNCH VAN CAPPU FLVRD INSTN CF,39907,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302863.0,GROVE SQR FRNCH VAN CAPPU FLVRD INSTN CF,39908,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302864.0,GROVE SQR HZLNT CPPCC BOX FLVRD INSTN CF,39909,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302865.0,GROVE SQR HZLNT CPPCC BOX FLVRD INSTN CF,39910,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302868.0,GROVE SQR CRML CPPCC BOX FLVRD INSTN CFF,39911,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302869.0,GROVE SQR CRML CPPCC BOX FLVRD INSTN CFF,39912,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7089302916.0,CAZA TRAIL FRNCH VAN FLVRD GRND CFF SNGL,39913,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CAZA TRAIL,TREE HOUSE FOODS INC,
7089303161.0,GROVE SQR FRNCH VAN CAPPU FLVRD INSTN CF,39916,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GROVE SQUARE,TREE HOUSE FOODS INC,
7103800042.0,CFN DECAF ALL MTHD BRICK GRND COFF 13 OU,39917,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800045.0,CFN ORIG BLND MED RST GRND COFF 24 OUNCE,39918,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800047.0,CFON ORIGINAL CAN 11.3Z,39919,GROCERY (Corp 6),COFFEE,WHOLE BEAN,Unassigned,Unassigned,
7103800048.0,CFN 100 PRCNT CLMBN ALLPURP CAN GRND COF,39920,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800053.0,CFN DARK NEW YORK ROAST ALLPURP CAN GRND,39921,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800056.0,CFN MDM DARK FRNCH ROAST GRND COFF 10.3,39922,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800058.0,CFN MED RST HALF CFFN ATMTC PRCLT DRIP G,39923,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800059.0,CFN CITY BLEND ATMTC PRCLT DRIP CAN GRND,39924,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800111.0,CFN ORIG BLND MED RST ATMTC PRCLT DRIP G,39925,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800128.0,CHOCK FULL O NUTS JAR SPRY DRD INST COFF,39926,GROCERY (Corp 6),COFFEE,COFFEE INSTANT SUBSTITUTES,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800135.0,CFN 100 PRCNT CLMBN ALLPURP CAN GRND COF,39927,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800136.0,CFN NEW YORK ROAST ARB ALLPURP CAN GRND,39928,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800139.0,CFN ORIG BLND ALLPURP CAN GRND COFF 33.9,39929,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103800142.0,CFN 100 PRCNT CLMBN ALLPURP BRICK GRND C,39930,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801172.0,CFN GRMT RST ALLPURP BRICK GRND COFF 11,39931,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801174.0,CFN GRMT RST ATMTC PRCLT DRIP CAN GRND C,39932,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801175.0,CFN GRMT RST AUTO DRIP CAN GRND COFF 33,39933,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801199.0,CFN FRNCH RST ALL MTHD CAN GRND COFF 26,39934,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801216.0,CFN MDTWN DECAF MED RST GRND CFF SNGL CU,39935,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801218.0,CFN SOHO MRNNG MILD RST ALL MTHD GRND CF,39936,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801219.0,CFN UPPER WEST SIDE DARK RST GRND CFF SN,39937,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801253.0,CFN MDTWN MNHTT MED RST BOX GRND CFF SNG,39938,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801254.0,CFN HVNLY HZLNT MED RST FLVRD GRND CFF S,39939,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103801255.0,CFN SLTD CRML MED RST BOX FLVRD GRND CFF,39940,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103812000.0,CFN NEW YORK ROAST ALLPURP CNSTR GRND CO,39941,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103812001.0,CFN 100 PRCNT CLMBN ALLPURP CNSTR GRND C,39942,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103812002.0,CFN HALF CFFN ALLPURP CNSTR GRND COFF 24,39943,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103812004.0,CFN MRNNG TREAT DONUT SHOP ALLPURP CNSTR,39944,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7103813000.0,CFN ALLPURP CNSTR GRND COFF 30.5 OUNCE,39945,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CHOCK FULL O NUTS,SEGAFREDO ZANETTI GROUP,
7107203003.0,ALSS CAFFE ESPRS HAND RSTD ITALY DECAF G,39961,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,ALESSI,VIGO IMPORTING COMPANY INC,
7129566012.0,CAFE NORMA DARK RST ALLPURP BRICK GRND C,39983,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE NORMA,LA NORMA COFFEE MILLS INC,
7129566015.0,LA MT LATIN DECAF ALLPURP BRICK GRND COF,39984,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LA MONTANA,LA NORMA COFFEE MILLS INC,
71375773000.0,MOUNTAIN HIGH JAR INSTANT COFFEE 2.85 OU,39985,GROCERY (Corp 6),COFFEE,COFFEE INSTANT SUBSTITUTES,MOUNTAIN HIGH,MOUNTAIN HIGH COFFEE CO,
7140300001.0,FRRR ESPRS RST ALLPURP CAN GRND COFF 8.7,39986,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,FERRARA,ALANRIC FOOD DISTRIBUTORS,
71537454404.0,CAFE BUEN DIA CLSSC JAR 100 PRCNT CLMBN,39987,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE BUEN DIA!,NATIONAL FEDERATION OF COFFEE GROWERS,
7167200103.0,CAFFE DVITA MOCH CPPCC ENVLP FLV INST CO,39999,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200115.0,CAFFE DVITA AMRTT CAPPUCCINO CAN FLV INS,40001,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200117.0,CAFFE DVITA HZLNT CPPCC FLV INST COFF .5,40002,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200118.0,CAFFE DVITA WHT CHOC CPPCC ENVLP FLV INS,40003,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200128.0,CAFFE DVITA CARAM FRNCH VAN CAPPU FLV IN,40007,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200130.0,CAFFE DVITA HZLNT CPPCC CNSTR FLV INST C,40008,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200131.0,CAFFE DVITA FRNCH VAN CAPPU ENVLP FLV IN,40009,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200132.0,CAFFE DVITA ENGL TFF CAPPUCCINO FLV INST,40010,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200135.0,CAFFE DVITA MOCH CPPCC ENVLP S F FLV INS,40011,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200140.0,CAFFE DVITA CARAM FRNCH VAN CAPPU FLV IN,40012,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200141.0,CAFFE DVITA IRISH CRM CNSTR FLV INST COF,40013,GROCERY (Corp 6),COFFEE,COFFEE INSTANT SUBSTITUTES,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200205.0,CAFFE DVITA MOCH CPPCC CNSTR S F FLV INS,40014,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
7167200210.0,CAFFE DVITA FRNCH VAN CAPPU CNSTR FLV IN,40015,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFFE D VITA,BRAD BARRY COMPANY LTD INC,
72010300207.0,CFF MS FLV GR GRND C CINN F CRML K DARK,40033,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,COFFEE MASTERS,COFFEE MASTERS INC,
7205861021.0,LND O LKS CPPCC CLSSC FLV INST COFF 6.35,40040,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861023.0,LND O LKS CPPCC CLSSC SPRM CPPCC FLV INS,40041,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861025.0,LND O LKS CPPCC CLSSC FLV INST COFF 6.35,40042,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861028.0,LND O LKS CPPCC CLSSC FLV INST COFF .63,40045,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861484.0,LND O LKS CPPCC CLSSC FLVRD INSTN CFF SN,40051,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861485.0,LND O LKS CPPCC CLSSC FLVRD INSTN CFF SN,40052,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
7205861486.0,LND O LKS CPPCC CLSSC FLVRD INSTN CFF SN,40053,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,LAND O LAKES CAPPUCCINO CLASSICS,MUSCATINE FOODS CORPORATION,
72177610005.0,PRMR FLV GR GRND C CHOC A CINN CREME FRN,40056,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,PREMIERE,BAY ISLAND INC.,
72177617019.0,BAY IS DRNKW FLV IN MOCH C LIVE L GLASS,40057,GROCERY (Corp 6),COFFEE,COFFEE INSTANT SUBSTITUTES,BAY ISLAND,BAY ISLAND INC.,
72253854118.0,BRNS CFF KTCHN SNTS WHITE CHRST ALLPURP,40064,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253854119.0,BRNS CFF KTCHN SNTS WHITE CHRST GRND COF,40065,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253854121.0,BRNS CFF KTCHN GRND COFF 10 OUNCE,40066,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253854125.0,SANTAS WHITE CHRISTMAS GROUND,40067,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
72253854137.0,BARNIES BLEND GROUND COFFEE,40068,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
72253854143.0,BARNIES CAFE MOCHA GROUND COFF,40069,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
72253854516.0,BARNIES CRM BTR CRML GROUND CO,40072,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
72253856000.0,BB BARNIES BLEND 6CT,40073,GROCERY (Corp 6),COFFEE,COFFEE INSTANT & SUBSTITUTES,Unassigned,Unassigned,
72253856002.0,BARNIES BRWSTCK FRENCH RST 6CT,40074,GROCERY (Corp 6),COFFEE,COFFEE INSTANT & SUBSTITUTES,Unassigned,Unassigned,
72253856003.0,BARNIES CREME BRULEE 6CT,40075,GROCERY (Corp 6),COFFEE,COFFEE INSTANT & SUBSTITUTES,Unassigned,Unassigned,
72253856004.0,BARNIES SANTAS WHT CHRTMS 6CT,40076,GROCERY (Corp 6),COFFEE,COFFEE INSTANT & SUBSTITUTES,Unassigned,Unassigned,
72253859013.0,BRNS CFF KTCHN SNTS WHITE CHRST GRND CFF,40077,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253859500.0,BRNS CFF KTCHN BRNS BLEND GRND CFF SNGL,40078,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253859504.0,BRNS CFF KTCHN INTRG FLVRD GRND CFF SNGL,40079,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253859508.0,BARNIES CAFE AU CHOC SS,40080,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,BARNIE'S COFFEE KITCHEN,BARNIE'S II INC.,
72253859509.0,BARNIES SPICED APPLE,40081,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
72253859512.0,BRNS CFF KTCHN SNTS WHITE CHRST GRND CFF,40082,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,BARNIE S COFFEE KITCHEN,BARNIE S II INC.,
72253859516.0,BARNIES CRM BTR CRML SS,40083,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,Unassigned,Unassigned,
7232300015.0,GVN GRMT BLND ESPRS RST FINE BAG GRND CO,40084,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,GAVINA,F. GAVINA SONS INC,
7232300080.0,DON FRNCS VAN NUT MED RST DECAF FLV GRND,40085,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232300335.0,DON FRAN HAZELNUT CINN,40086,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,Unassigned,Unassigned,
7232300338.0,DON FRNCS HI BLND ALLPURP CAN GRND COFF,40087,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232300376.0,DON FRNCS ESPRS FINE CAN GRND COFF 12 OU,40090,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232300467.0,DON FRNCS BTRS TFF ALLPURP CAN FLV GRND,40091,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232301118.0,DON FRNCS GRMT CLMBN DECAF ALLPURP GRND,40092,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232301969.0,CAFE LA LLAVE ESPRS DARK RSTD FINE GRND,40093,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE LA LLAVE,F. GAVINA SONS INC,
7232305017.0,DON FRNCS GRND COFF 12 OUNCE,40094,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232305022.0,DON FRNCS FMLY RSRV FRNCH BOLD ROAST GRN,40095,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232305044.0,DON FRNCS FMLY RSRV VAN NUT MED RST FLV,40096,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,DON FRANCISCO S,F. GAVINA SONS INC,
7232305077.0,DF SS  VANILLA NUT,40097,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,DON FRANCISCO'S,F. GAVINA & SONS INC,
7232305078.0,DF SS KONA BLND,40098,GROCERY (Corp 6),COFFEE,COFFEE-LIQUID-SS,DON FRANCISCO'S,F. GAVINA & SONS INC,
7232305079.0,DON FRNCS GRND CFF SNGL CUP 12 COUNT,40099,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,DON FRANCISCO S,F. GAVINA SONS INC,
7232305121.0,DON FRNCS FMLY RSRV MED RST GRND CFF SNG,40100,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,DON FRANCISCO S,F. GAVINA SONS INC,
7232305122.0,DON FRNCS HI HZLNT MED BOX FLVRD GRND CF,40101,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,DON FRANCISCO S,F. GAVINA SONS INC,
7232305226.0,CAFE LA LLAVE ESPRS DARK RSTD FINE CNSTR,40102,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE LA LLAVE,F. GAVINA SONS INC,
7232305228.0,CAFE LA LLAVE ESPRS DARK RST DECAF FINE,40103,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,CAFE LA LLAVE,F. GAVINA SONS INC,
7236856990.0,DLLL ESPRS INSTN JAR PWDR IMPRT COFF FLA,40104,GROCERY (Corp 6),COFFEE,COFFEE MISC,DELALLO,GEORGE DELALLO CO. INC.,
7247000602.0,KRSPY KREME HOUSE BLND ALLPURP BAG GRND,40105,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,KRISPY KREME,KRISPY KREME DOUGHNUT CORPORATION,
72958370010.0,HIN GOLD GRMT HI KONA BLND GRND COFF 10,40125,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,HAWAIIAN GOLD,GOLD COFFEE CO,
72958370019.0,HIN GOLD KONA COSTA RICAN WHL BEAN WHL B,40126,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,HAWAIIAN GOLD,GOLD COFFEE CO,
72958370034.0,HIN GOLD BLUE MNTN GRMT BLEND GRND COFF,40127,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,HAWAIIAN GOLD,GOLD COFFEE CO,
72958370045.0,HIN GOLD BLUE MNTN GRMT BLEND WHL BN COF,40128,GROCERY (Corp 6),COFFEE,WHOLE BEAN,HAWAIIAN GOLD,GOLD COFFEE CO,
72958371042.0,HIN GOLD KONA HI WHL BEAN BAG WHL BN COF,40129,GROCERY (Corp 6),COFFEE,WHOLE BEAN,HAWAIIAN GOLD,GOLD COFFEE CO,
72958371086.0,HIN GOLD GRND COFF 10 OUNCE,40130,GROCERY (Corp 6),COFFEE,WHOLE BEAN GROUND,HAWAIIAN GOLD,GOLD COFFEE CO,
73142751933.0,JNSN C MLRS I CRCKR DRNKW SOUP M SUGAR C,40132,GROCERY (Corp 6),COFFEE,COFFEE LIQUID SS,JANSON COOPER,1 800 FLOWERS.COM INC,
73142751946.0,CRFTS DRNKW GRND C UNFLV CRFTS HOUSE TRV,40133,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,DESIGN PAC,1 800 FLOWERS.COM INC,
73214835003.0,PRST HOUSE BLND DECAF FLTR BAG GRND COFF,40137,GROCERY (Corp 6),COFFEE,COFFEE MAINSTREAM GROUND,PUROAST,PUROAST COFFEE,
73214835005.0,PRST HZLNT CSTM RST WHL BEAN BAG FLV WHL,40138,GROCERY (Corp 6),COFFEE,WHOLE BEAN,PUROAST,PUROAST COFFEE,
73214835009.0,PUROAST CFFE GRND LACID FRNCH RST OR,40140,GROCERY TOTAL (Corp 6),COFFEE,COFFEE MISC,PUROAST,PUROAST COFFEE,
